nr	length	ratio
4819	417249	2.48375806
4820	417299	2.48367130
4821	417330	2.48366363
4822	417409	2.48363124
4823	417537	2.48358008
4824	417583	2.48355825
4825	417602	2.48353831
4826	417634	2.48353661
4827	417674	2.48353818
4828	417707	2.48355719
4829	417746	2.48356757
4830	417815	2.48349055
4831	417901	2.48348507
4832	417973	2.48339641
4833	418052	2.48342313
4834	418162	2.48344221
4835	418227	2.48337104
4836	418270	2.48327248
4837	418342	2.48321343
4838	418458	2.48325342
4839	418537	2.48320646
4840	418591	2.48332058
4841	418619	2.48332463
4842	418663	2.48329102
4843	418687	2.48325662
4844	418761	2.48331258
4845	418781	2.48332810
4846	418845	2.48339836
4847	418891	2.48347967
4848	418950	2.48343193
4849	419071	2.48336899
4850	419133	2.48333906
4851	419249	2.48330540
4852	419290	2.48331290
4853	419335	2.48332939
4854	419359	2.48336857
4855	419379	2.48335465
4856	419395	2.48334646
4857	419417	2.48330028
4858	419439	2.48326880
4859	419469	2.48329939
4860	419500	2.48330650
4861	419537	2.48330502
4862	419561	2.48327069
4863	419628	2.48332919
4864	419658	2.48325690
4865	419675	2.48326933
4866	419719	2.48323581
4867	419776	2.48324982
4868	419799	2.48325367
4869	419853	2.48322056
4870	419902	2.48329006
4871	419970	2.48336911
4872	420068	2.48334654
4873	420154	2.48329708
4874	420231	2.48334121
4875	420372	2.48333796
4876	420406	2.48342145
4877	420432	2.48323765
4878	420498	2.48307016
4879	420538	2.48307176
4880	420587	2.48292127
4881	420625	2.48291108
4882	420819	2.48283980
4883	420997	2.48284993
4884	421056	2.48284646
4885	421171	2.48280720
4886	421197	2.48274094
4887	421291	2.48263649
4888	421333	2.48263529
4889	421441	2.48264263
4890	421607	2.48253832
4891	421696	2.48260921
4892	421710	2.48257471
4893	421740	2.48254671
4894	421763	2.48257980
4895	421905	2.48256809
4896	421979	2.48250687
4897	422095	2.48240068
4898	422197	2.48231441
4899	422280	2.48227701
4900	422345	2.48226513
4901	422376	2.48228684
4902	422451	2.48233372
4903	422603	2.48242461
4904	422666	2.48241554
4905	422781	2.48242029
4906	422880	2.48228740
4907	422998	2.48229522
4908	423071	2.48237400
4909	423140	2.48238559
4910	423211	2.48232154
4911	423254	2.48238447
4912	423370	2.48243876
4913	423433	2.48245881
4914	423538	2.48241948
4915	423589	2.48245650
4916	423722	2.48252305
4917	423790	2.48248512
4918	423907	2.48232711
4919	424025	2.48233490
4920	424051	2.48237085
4921	424063	2.48233937
4922	424137	2.48239474
4923	424150	2.48239818
4924	424158	2.48237236
4925	424172	2.48238165
4926	424232	2.48238413
4927	424252	2.48237043
4928	424281	2.48236581
4929	424304	2.48238419
4930	424332	2.48231564
4931	424397	2.48243449
4932	424489	2.48233375
4933	424558	2.48231628
4934	424709	2.48203819
4935	424743	2.48196129
4936	424798	2.48202162
4937	424837	2.48207546
4938	424924	2.48201821
4939	424977	2.48197985
4940	425008	2.48198695
4941	425020	2.48199905
4942	425133	2.48209365
4943	425214	2.48207385
4944	425317	2.48205209
4945	425404	2.48200939
4946	425484	2.48201275
4947	425537	2.48193101
4948	425589	2.48197373
4949	425668	2.48197127
4950	425699	2.48194942
4951	425841	2.48201036
4952	425995	2.48195319
4953	426117	2.48195543
4954	426170	2.48190273
4955	426278	2.48192462
4956	426321	2.48195822
4957	426354	2.48194805
4958	426379	2.48194910
4959	426402	2.48192406
4960	426465	2.48188627
4961	426568	2.48187906
4962	426689	2.48181776
4963	426731	2.48180221
4964	426767	2.48176621
4965	426800	2.48175607
4966	426867	2.48177045
4967	426908	2.48177796
4968	426943	2.48176502
4969	426967	2.48178912
4970	426988	2.48179578
4971	427024	2.48177422
4972	427044	2.48170296
4973	427067	2.48169240
4974	427098	2.48168507
4975	427144	2.48172163
4976	427163	2.48175992
4977	427210	2.48177345
4978	427339	2.48181639
4979	427398	2.48181311
4980	427417	2.48176492
4981	427473	2.48181628
4982	427632	2.48190366
4983	427672	2.48193414
4984	427753	2.48200091
4985	427812	2.48202641
4986	427897	2.48202995
4987	428017	2.48199178
4988	428075	2.48212660
4989	428110	2.48214244
4990	428236	2.48205271
4991	428276	2.48208314
4992	428332	2.48210560
4993	428346	2.48208605
4994	428415	2.48206878
4995	428440	2.48206982
4996	428630	2.48189088
4997	428670	2.48192129
4998	428741	2.48190128
4999	428828	2.48190205
5000	428892	2.48187026
5001	428915	2.48184538
5002	428974	2.48185647
5003	429030	2.48182149
5004	429113	2.48179915
5005	429148	2.48177192
5006	429178	2.48180189
5007	429334	2.48169942
5008	429435	2.48162338
5009	429597	2.48157005
5010	429660	2.48160427
5011	429757	2.48151955
5012	429922	2.48139768
5013	430007	2.48131542
5014	430134	2.48103179
5015	430223	2.48097273
5016	430271	2.48092048
5017	430375	2.48091933
5018	430505	2.48082497
5019	430647	2.48067119
5020	430815	2.48075295
5021	430877	2.48078141
5022	430958	2.48077643
5023	431134	2.48081847
5024	431252	2.48084081
5025	431311	2.48082343
5026	431358	2.48082265
5027	431435	2.48082319
5028	431460	2.48079577
5029	431497	2.48079455
5030	431558	2.48073165
5031	431609	2.48069683
5032	431658	2.48069331
5033	431892	2.48056975
5034	431920	2.48053112
5035	431943	2.48052075
5036	431970	2.48050486
5037	432028	2.48043910
5038	432051	2.48042874
5039	432095	2.48039655
5040	432129	2.48036391
5041	432218	2.48041916
5042	432251	2.48036656
5043	432400	2.48028222
5044	432577	2.48008829
5045	432702	2.48000871
5046	432733	2.48000160
5047	432840	2.48010314
5048	432877	2.48011619
5049	432958	2.48008294
5050	433028	2.48007193
5051	433085	2.48008590
5052	433152	2.48005771
5053	433215	2.48007763
5054	433238	2.48006732
5055	433281	2.48004373
5056	433328	2.48007143
5057	433389	2.48005150
5058	433428	2.48003342
5059	433459	2.48006889
5060	433562	2.47993456
5061	433582	2.47997804
5062	433677	2.47993984
5063	433749	2.47998285
5064	433810	2.47997713
5065	433893	2.47994124
5066	434000	2.47987246
5067	434094	2.47975779
5068	434167	2.47979233
5069	434261	2.47980516
5070	434397	2.47977463
5071	434460	2.47982283
5072	434490	2.47979590
5073	434559	2.47970852
5074	434589	2.47966747
5075	434613	2.47964877
5076	434686	2.47962670
5077	434724	2.47963130
5078	434851	2.47963437
5079	434896	2.47965060
5080	434950	2.47971813
5081	434974	2.47971359
5082	434994	2.47970038
5083	435023	2.47971020
5084	435039	2.47973073
5085	435066	2.47964435
5086	435091	2.47964551
5087	435139	2.47965057
5088	435161	2.47966289
5089	435236	2.47966637
5090	435276	2.47963997
5091	435298	2.47963816
5092	435408	2.47964327
5093	435487	2.47976836
5094	435573	2.47980620
5095	435624	2.47980008
5096	435659	2.47975934
5097	435732	2.47975142
5098	435780	2.47981290
5099	435913	2.47969487
5100	435948	2.47968238
5101	435964	2.47961824
5102	436032	2.47962422
5103	436139	2.47959816
5104	436366	2.47952133
5105	436385	2.47955885
5106	436423	2.47956343
5107	436451	2.47959572
5108	436472	2.47954598
5109	436512	2.47953376
5110	436629	2.47952230
5111	436688	2.47949126
5112	436749	2.47954196
5113	436793	2.47951022
5114	436872	2.47953641
5115	436912	2.47949606
5116	436947	2.47948361
5117	436965	2.47951541
5118	436997	2.47951408
5119	437051	2.47949690
5120	437065	2.47947786
5121	437096	2.47947086
5122	437125	2.47946658
5123	437156	2.47948772
5124	437182	2.47948049
5125	437220	2.47947101
5126	437265	2.47951528
5127	437315	2.47950355
5128	437473	2.47961208
5129	437518	2.47972659
5130	437553	2.47971414
5131	437605	2.47971373
5132	437663	2.47980350
5133	437738	2.47977884
5134	437764	2.47986993
5135	437800	2.47983506
5136	437855	2.47980948
5137	437895	2.47981131
5138	437947	2.47989513
5139	437973	2.47988789
5140	438017	2.47991236
5141	438049	2.47993908
5142	438072	2.47997102
5143	438099	2.47994136
5144	438186	2.47995653
5145	438220	2.47992439
5146	438262	2.47992350
5147	438314	2.47988096
5148	438370	2.47991718
5149	438398	2.47993529
5150	438490	2.47993666
5151	438529	2.47983465
5152	438554	2.47979372
5153	438610	2.47985797
5154	438637	2.47987042
5155	438663	2.47984917
5156	438693	2.47987858
5157	438724	2.47984354
5158	438764	2.47985938
5159	438805	2.47988087
5160	438847	2.47993603
5161	438871	2.47995954
5162	438900	2.47988519
5163	438920	2.47985807
5164	438949	2.47989582
5165	439067	2.47991799
5166	439115	2.47996498
5167	439162	2.48000632
5168	439182	2.47999322
5169	439281	2.48004810
5170	439397	2.48010092
5171	439482	2.48014673
5172	439586	2.48010381
5173	439620	2.48007176
5174	439643	2.48006160
5175	439660	2.48004558
5176	439684	2.48006904
5177	439734	2.48001534
5178	439764	2.48008662
5179	439848	2.48015472
5180	439895	2.48011208
5181	439945	2.48008636
5182	439978	2.48011860
5183	440001	2.48012243
5184	440039	2.48004306
5185	440058	2.48003832
5186	440082	2.48008972
5187	440196	2.48008924
5188	440264	2.48010906
5189	440343	2.48014892
5190	440368	2.48015004
5191	440391	2.48016783
5192	440463	2.48021015
5193	440512	2.48022071
5194	440587	2.48019612
5195	440634	2.48016751
5196	440711	2.48015420
5197	440774	2.48011794
5198	440868	2.48008866
5199	440941	2.48005287
5200	441005	2.48002227
5201	441112	2.48006612
5202	441176	2.48003553
5203	441272	2.48000360
5204	441328	2.48006743
5205	441365	2.48005237
5206	441425	2.47999933
5207	441463	2.47998989
5208	441471	2.47999303
5209	441486	2.47999371
5210	441517	2.47994495
5211	441550	2.47992137
5212	441586	2.47992857
5213	441654	2.47994834
5214	441722	2.47998203
5215	441746	2.47996362
5216	441790	2.47996003
5217	441832	2.47995914
5218	441918	2.47987116
5219	441951	2.47983369
5220	441994	2.47986624
5221	442015	2.47988667
5222	442075	2.47979200
5223	442124	2.47973303
5224	442139	2.47976152
5225	442163	2.47977096
5226	442205	2.47977008
5227	442226	2.47979050
5228	442266	2.47984793
5229	442303	2.47984683
5230	442348	2.47987666
5231	442375	2.47987510
5232	442398	2.47989282
5233	442436	2.47996682
5234	442492	2.47996099
5235	442517	2.47996212
5236	442535	2.47995181
5237	442569	2.47991998
5238	442586	2.47993186
5239	442622	2.47992515
5240	442654	2.47990991
5241	442701	2.47996482
5242	442729	2.48001053
5243	442758	2.48002016
5244	442808	2.47999462
5245	442867	2.47995005
5246	442916	2.47997447
5247	442982	2.48003852
5248	443095	2.47996306
5249	443234	2.47990824
5250	443262	2.47988453
5251	443383	2.47968748
5252	443411	2.47964993
5253	443424	2.47962556
5254	443525	2.47937234
5255	443548	2.47934845
5256	443590	2.47925062
5257	443607	2.47926249
5258	443736	2.47922137
5259	443784	2.47926792
5260	443837	2.47925930
5261	443862	2.47921891
5262	443936	2.47918912
5263	443956	2.47917621
5264	443991	2.47908093
5265	444017	2.47908769
5266	444051	2.47913910
5267	444096	2.47909968
5268	444143	2.47896073
5269	444156	2.47892261
5270	444190	2.47894634
5271	444259	2.47898555
5272	444293	2.47895395
5273	444328	2.47894176
5274	444378	2.47898560
5275	444422	2.47900978
5276	444451	2.47900561
5277	444491	2.47900748
5278	444539	2.47898485
5279	444572	2.47894769
5280	444630	2.47892554
5281	444718	2.47880808
5282	444825	2.47879656
5283	444951	2.47866995
5284	444994	2.47867475
5285	445096	2.47859402
5286	445116	2.47863638
5287	445167	2.47867193
5288	445186	2.47862591
5289	445314	2.47856578
5290	445345	2.47858657
5291	445438	2.47852481
5292	445566	2.47853368
5293	445610	2.47853027
5294	445684	2.47851451
5295	445747	2.47845137
5296	445853	2.47844818
5297	446001	2.47845802
5298	446068	2.47836209
5299	446126	2.47836763
5300	446218	2.47823165
5301	446279	2.47821258
5302	446308	2.47816720
5303	446348	2.47816914
5304	446393	2.47817132
5305	446431	2.47817591
5306	446459	2.47812500
5307	446511	2.47812477
5308	446530	2.47807894
5309	446590	2.47804061
5310	446638	2.47808694
5311	446683	2.47808913
5312	446715	2.47811543
5313	446753	2.47807879
5314	446787	2.47808869
5315	446831	2.47815405
5316	446860	2.47819119
5317	446890	2.47819264
5318	446908	2.47822374
5319	446931	2.47821386
5320	447018	2.47831149
5321	447051	2.47839826
5322	447068	2.47836885
5323	447084	2.47837511
5324	447106	2.47842837
5325	447135	2.47835558
5326	447158	2.47841438
5327	447223	2.47833508
5328	447248	2.47832255
5329	447303	2.47838012
5330	447348	2.47838227
5331	447457	2.47847810
5332	447531	2.47848986
5333	447618	2.47858733
5334	447647	2.47858321
5335	447720	2.47846593
5336	447884	2.47823513
5337	447916	2.47822022
5338	448027	2.47818992
5339	448164	2.47822120
5340	448231	2.47824909
5341	448312	2.47829957
5342	448355	2.47833177
5343	448424	2.47834329
5344	448492	2.47830820
5345	448574	2.47835047
5346	448653	2.47834877
5347	448718	2.47839295
5348	448777	2.47837660
5349	448856	2.47834753
5350	448926	2.47824143
5351	448973	2.47824095
5352	448988	2.47826903
5353	449023	2.47829806
5354	449050	2.47828295
5355	449078	2.47834173
5356	449107	2.47829662
5357	449126	2.47834676
5358	449146	2.47838874
5359	449172	2.47839545
5360	449197	2.47841032
5361	449269	2.47827430
5362	449330	2.47835104
5363	449349	2.47837382
5364	449375	2.47829852
5365	449469	2.47824289
5366	449533	2.47818585
5367	449586	2.47823211
5368	449719	2.47818660
5369	449765	2.47827620
5370	449792	2.47823380
5371	449809	2.47823188
5372	449888	2.47824386
5373	449940	2.47829823
5374	449963	2.47827476
5375	449995	2.47830086
5376	450026	2.47826686
5377	450043	2.47829223
5378	450063	2.47832048
5379	450099	2.47835495
5380	450129	2.47835638
5381	450182	2.47834800
5382	450250	2.47834032
5383	450271	2.47833314
5384	450312	2.47838147
5385	450382	2.47838480
5386	450443	2.47837952
5387	450509	2.47833358
5388	450650	2.47829124
5389	450694	2.47835603
5390	450771	2.47830246
5391	450803	2.47824677
5392	450861	2.47821140
5393	450935	2.47818226
5394	450962	2.47818083
5395	451003	2.47825633
5396	451060	2.47818825
5397	451117	2.47810658
5398	451176	2.47810397
5399	451239	2.47809612
5400	451261	2.47808085
5401	451321	2.47800210
5402	451391	2.47810071
5403	451410	2.47805537
5404	451427	2.47806707
5405	451489	2.47809454
5406	451509	2.47813630
5407	451574	2.47813942
5408	451612	2.47814397
5409	451677	2.47814708
5410	451740	2.47818001
5411	451816	2.47820268
5412	451843	2.47816048
5413	451871	2.47819172
5414	451899	2.47825014
5415	451953	2.47828805
5416	452073	2.47822583
5417	452194	2.47819630
5418	452241	2.47819583
5419	452341	2.47807842
5420	452425	2.47798201
5421	452438	2.47795821
5422	452467	2.47798132
5423	452506	2.47799135
5424	452539	2.47803636
5425	452556	2.47804803
5426	452620	2.47808638
5427	452695	2.47800859
5428	452779	2.47802078
5429	452815	2.47801437
5430	452838	2.47804531
5431	452888	2.47804771
5432	452921	2.47805201
5433	452952	2.47803181
5434	452973	2.47810602
5435	452995	2.47809081
5436	453067	2.47817288
5437	453122	2.47816195
5438	453150	2.47817955
5439	453232	2.47818075
5440	453330	2.47809331
5441	453381	2.47812826
5442	453457	2.47815086
5443	453500	2.47818270
5444	453534	2.47817891
5445	453562	2.47821003
5446	453635	2.47814852
5447	453655	2.47812241
5448	453703	2.47814094
5449	453714	2.47811981
5450	453739	2.47810747
5451	453808	2.47805123
5452	453856	2.47806977
5453	453949	2.47807693
5454	453991	2.47807623
5455	454047	2.47811137
5456	454073	2.47810450
5457	454149	2.47812706
5458	454199	2.47815649
5459	454239	2.47817192
5460	454268	2.47816789
5461	454310	2.47816719
5462	454387	2.47820870
5463	454418	2.47824261
5464	454445	2.47820065
5465	454490	2.47821630
5466	454516	2.47818240
5467	454617	2.47815209
5468	454681	2.47816324
5469	454710	2.47821324
5470	454744	2.47829049
5471	454800	2.47829854
5472	454872	2.47832625
5473	454962	2.47833050
5474	455077	2.47837642
5475	455148	2.47837167
5476	455268	2.47840430
5477	455300	2.47841660
5478	455414	2.47844354
5479	455511	2.47847236
5480	455577	2.47841343
5481	455643	2.47844889
5482	455720	2.47842284
5483	455799	2.47848854
5484	455947	2.47844427
5485	455978	2.47839723
5486	456087	2.47841042
5487	456129	2.47840970
5488	456195	2.47831047
5489	456261	2.47834589
5490	456329	2.47837870
5491	456387	2.47833028
5492	456476	2.47839637
5493	456526	2.47829108
5494	456693	2.47829626
5495	456712	2.47830522
5496	456743	2.47835241
5497	456759	2.47833164
5498	456779	2.47834603
5499	456834	2.47837550
5500	456891	2.47836205
5501	456922	2.47842265
5502	456967	2.47839787
5503	456990	2.47845541
5504	457031	2.47839550
5505	457053	2.47839384
5506	457062	2.47833513
5507	457078	2.47832782
5508	457089	2.47833371
5509	457112	2.47828373
5510	457129	2.47824154
5511	457209	2.47817815
5512	457267	2.47818358
5513	457300	2.47824155
5514	457330	2.47824296
5515	457354	2.47821187
5516	457392	2.47824320
5517	457420	2.47826063
5518	457491	2.47830962
5519	457579	2.47834329
5520	457636	2.47830302
5521	457659	2.47830678
5522	457687	2.47827052
5523	457702	2.47825781
5524	457826	2.47821804
5525	457856	2.47820604
5526	457928	2.47815311
5527	457995	2.47818041
5528	458029	2.47817665
5529	458160	2.47813458
5530	458196	2.47820866
5531	458246	2.47826463
5532	458315	2.47827592
5533	458332	2.47830084
5534	458407	2.47821057
5535	458475	2.47814948
5536	458569	2.47825570
5537	458599	2.47823033
5538	458629	2.47827191
5539	458677	2.47831702
5540	458758	2.47831278
5541	458814	2.47834753
5542	458894	2.47837804
5543	458969	2.47830125
5544	459168	2.47843899
5545	459213	2.47845446
5546	459366	2.47837065
5547	459501	2.47820319
5548	459575	2.47809442
5549	459657	2.47809562
5550	459747	2.47808651
5551	459830	2.47801298
5552	459869	2.47794272
5553	459907	2.47794720
5554	460021	2.47792058
5555	460111	2.47775139
5556	460200	2.47761692
5557	460275	2.47752718
5558	460517	2.47732298
5559	460567	2.47731209
5560	460727	2.47726662
5561	460802	2.47729692
5562	460918	2.47733454
5563	461005	2.47736274
5564	461106	2.47733305
5565	461219	2.47730129
5566	461335	2.47731227
5567	461375	2.47734082
5568	461404	2.47732361
5569	461514	2.47726248
5570	461551	2.47730152
5571	461604	2.47732005
5572	461844	2.47715899
5573	461880	2.47721922
5574	461894	2.47722787
5575	461959	2.47721776
5576	462074	2.47717026
5577	462149	2.47720049
5578	462331	2.47718018
5579	462562	2.47723658
5580	462723	2.47719668
5581	462801	2.47709707
5582	462892	2.47705381
5583	463307	2.47657102
5584	463387	2.47666768
5585	463428	2.47670149
5586	463469	2.47670883
5587	463609	2.47670257
5588	463633	2.47668524
5589	463696	2.47665134
5590	463800	2.47673059
5591	463850	2.47669340
5592	463999	2.47672197
5593	464068	2.47664080
5594	464111	2.47671167
5595	464145	2.47681381
5596	464184	2.47681045
5597	464228	2.47686020
5598	464264	2.47688048
5599	464278	2.47687588
5600	464331	2.47692078
5601	464372	2.47690166
5602	464398	2.47694786
5603	464432	2.47693104
5604	464468	2.47697772
5605	464532	2.47694916
5606	464551	2.47693161
5607	464623	2.47699853
5608	464697	2.47702329
5609	464762	2.47707928
5610	464888	2.47713031
5611	465006	2.47716509
5612	465069	2.47726316
5613	465085	2.47725602
5614	465201	2.47734607
5615	465250	2.47736954
5616	465368	2.47740424
5617	465450	2.47744511
5618	465495	2.47742090
5619	465535	2.47746238
5620	465619	2.47747431
5621	465706	2.47744949
5622	465758	2.47751524
5623	465777	2.47732640
5624	465881	2.47685200
5625	466206	2.47673640
5626	466410	2.47679383
5627	466630	2.47648919
5628	466692	2.47646338
5629	466931	2.47625992
5630	467127	2.47589442
5631	467238	2.47602342
5632	467376	2.47571828
5633	467689	2.47563216
5634	467859	2.47564092
5635	468036	2.47567362
5636	468459	2.47568490
5637	468552	2.47573154
5638	468574	2.47569081
5639	468592	2.47573359
5640	468828	2.47562019
5641	469007	2.47572872
5642	469156	2.47577032
5643	469201	2.47581181
5644	469223	2.47588871
5645	469241	2.47598368
5646	469260	2.47596636
5647	469637	2.47630924
5648	469659	2.47638607
5649	469750	2.47630444
5650	469867	2.47619023
5651	469922	2.47615384
5652	469943	2.47612098
5653	470004	2.47597273
5654	470064	2.47592360
5655	470121	2.47589781
5656	470154	2.47584994
5657	470274	2.47573874
5658	470304	2.47571420
5659	470396	2.47563812
5660	470439	2.47562991
5661	470514	2.47564678
5662	470559	2.47568816
5663	470716	2.47560244
5664	470784	2.47555647
5665	470821	2.47558180
5666	470883	2.47554334
5667	470956	2.47548463
5668	471018	2.47552426
5669	471073	2.47551408
5670	471146	2.47546841
5671	471189	2.47556427
5672	471256	2.47553910
5673	471382	2.47542077
5674	471428	2.47506445
5675	471468	2.47478072
5676	471598	2.47476163
5677	471911	2.47485867
5678	472055	2.47480917
5679	472161	2.47467727
5680	472195	2.47446640
5681	472355	2.47431942
5682	472431	2.47418615
5683	472563	2.47408707
5684	472596	2.47403964
5685	472615	2.47404844
5686	472641	2.47404209
5687	472681	2.47405721
5688	472760	2.47395275
5689	473031	2.47353284
5690	473150	2.47321102
5691	473198	2.47303533
5692	473283	2.47293675
5693	473377	2.47294982
5694	473558	2.47284899
5695	473630	2.47283758
5696	473644	2.47279448
5697	473734	2.47274796
5698	473827	2.47275583
5699	473928	2.47272803
5700	474042	2.47256169
5701	474165	2.47253263
5702	474252	2.47248347
5703	474318	2.47241509
5704	474358	2.47236584
5705	474412	2.47220919
5706	474473	2.47214059
5707	474540	2.47212903
5708	474600	2.47206813
5709	474846	2.47213907
5710	474964	2.47222569
5711	475061	2.47219013
5712	475085	2.47213492
5713	475194	2.47218754
5714	475386	2.47217036
5715	475468	2.47209542
5716	475582	2.47212259
5717	475742	2.47199056
5718	475779	2.47201584
5719	475886	2.47209654
5720	476046	2.47223420
5721	476070	2.47219193
5722	476185	2.47241678
5723	476258	2.47233369
5724	476365	2.47224745
5725	476421	2.47223015
5726	476533	2.47224687
5727	476763	2.47204219
5728	476886	2.47209032
5729	477000	2.47219429
5730	477169	2.47210925
5731	477242	2.47203920
5732	477362	2.47207175
5733	477413	2.47199022
5734	477477	2.47197602
5735	477522	2.47199143
5736	477592	2.47188034
5737	477754	2.47160587
5738	477874	2.47158735
5739	477923	2.47153399
5740	478009	2.47145472
5741	478099	2.47146003
5742	478161	2.47157611
5743	478252	2.47144607
5744	478295	2.47143839
5745	478349	2.47129602
5746	478433	2.47132143
5747	478482	2.47130646
5748	478589	2.47118264
5749	478661	2.47138852
5750	478718	2.47142761
5751	478810	2.47140498
5752	478866	2.47151543
5753	478937	2.47161399
5754	479073	2.47169081
5755	479209	2.47184410
5756	479371	2.47188920
5757	479453	2.47194238
5758	479538	2.47196004
5759	479706	2.47199777
5760	479824	2.47200713
5761	479946	2.47198616
5762	480020	2.47202352
5763	480054	2.47194402
5764	480134	2.47192319
5765	480190	2.47188061
5766	480346	2.47178025
5767	480412	2.47177645
5768	480518	2.47178770
5769	480609	2.47183620
5770	480670	2.47184482
5771	480776	2.47188146
5772	480918	2.47184901
5773	481131	2.47166070
5774	481230	2.47172486
5775	481279	2.47176071
5776	481338	2.47182252
5777	481413	2.47182686
5778	481576	2.47200378
5779	481636	2.47205798
5780	481727	2.47204290
5781	481817	2.47211148
5782	481922	2.47211749
5783	481979	2.47216894
5784	482229	2.47234797
5785	482292	2.47237943
5786	482371	2.47241685
5787	482426	2.47245797
5788	482538	2.47252511
5789	482610	2.47264064
5790	482652	2.47265313
5791	482706	2.47267642
5792	482811	2.47256833
5793	482869	2.47252348
5794	482981	2.47252725
5795	483182	2.47258157
5796	483282	2.47275165
5797	483348	2.47278569
5798	483499	2.47288768
5799	483656	2.47279272
5800	483723	2.47279391
5801	483798	2.47288656
5802	483937	2.47292712
5803	484009	2.47300439
5804	484152	2.47310323
5805	484289	2.47312086
5806	484330	2.47314079
5807	484707	2.47346183
5808	484828	2.47348605
5809	484889	2.47360796
5810	484932	2.47358756
5811	484967	2.47353898
5812	485163	2.47356722
5813	485234	2.47361391
5814	485429	2.47370003
5815	485607	2.47363649
5816	485743	2.47380001
5817	485774	2.47380670
5818	485986	2.47397920
5819	486165	2.47393329
5820	486375	2.47394442
5821	486481	2.47396766
5822	486637	2.47404383
5823	486712	2.47409810
5824	486767	2.47413872
5825	486865	2.47413381
5826	486907	2.47420894
5827	487012	2.47415160
5828	487065	2.47421973
5829	487183	2.47421586
5830	487308	2.47418472
5831	487429	2.47409562
5832	487509	2.47407471
5833	487571	2.47406291
5834	487621	2.47411575
5835	487702	2.47402462
5836	487788	2.47407182
5837	487830	2.47402133
5838	487925	2.47396361
5839	488021	2.47402387
5840	488102	2.47412093
5841	488214	2.47401146
5842	488293	2.47408582
5843	488420	2.47415265
5844	488457	2.47420221
5845	488499	2.47421443
5846	488569	2.47429327
5847	488605	2.47421245
5848	488796	2.47430258
5849	488866	2.47431874
5850	488932	2.47437727
5851	488975	2.47439453
5852	489081	2.47432992
5853	489138	2.47438044
5854	489176	2.47438491
5855	489224	2.47436488
5856	489293	2.47435094
5857	489366	2.47449485
5858	489465	2.47438237
5859	489687	2.47434135
5860	489740	2.47437161
5861	489796	2.47431701
5862	489835	2.47433903
5863	489911	2.47431048
5864	490012	2.47440818
5865	490122	2.47445134
5866	490228	2.47438686
5867	490328	2.47439203
5868	490483	2.47441253
5869	490580	2.47440256
5870	490716	2.47446448
5871	490824	2.47443511
5872	490987	2.47454578
5873	491034	2.47464546
5874	491124	2.47479970
5875	491242	2.47493287
5876	491313	2.47492897
5877	491418	2.47504646
5878	491454	2.47506572
5879	491501	2.47515284
5880	491559	2.47522055
5881	491639	2.47521208
5882	491685	2.47518198
5883	491740	2.47518473
5884	491842	2.47523716
5885	492016	2.47542765
5886	492141	2.47554590
5887	492257	2.47553168
5888	492364	2.47560914
5889	492510	2.47555906
5890	492711	2.47539979
5891	492905	2.47540440
5892	493186	2.47562206
5893	493258	2.47571008
5894	493422	2.47575037
5895	493594	2.47585560
5896	493691	2.47596957
5897	493768	2.47610738
5898	493905	2.47619835
5899	494000	2.47622771
5900	494070	2.47613177
5901	494165	2.47626039
5902	494214	2.47628257
5903	494271	2.47629521
5904	494398	2.47639799
5905	494629	2.47650066
5906	494688	2.47647368
5907	494877	2.47626696
5908	495043	2.47642845
5909	495092	2.47648774
5910	495229	2.47668987
5911	495402	2.47677471
5912	495482	2.47686509
5913	495518	2.47685933
5914	495599	2.47680613
5915	495813	2.47687297
5916	495930	2.47695012
5917	496031	2.47709579
5918	496092	2.47716537
5919	496165	2.47712170
5920	496304	2.47725911
5921	496432	2.47739102
5922	496511	2.47743909
5923	496645	2.47732896
5924	496738	2.47752097
5925	496777	2.47754249
5926	496901	2.47755546
5927	497005	2.47778985
5928	497031	2.47777124
5929	497150	2.47785802
5930	497240	2.47802253
5931	497377	2.47810014
5932	497470	2.47816839
5933	497615	2.47802660
5934	497680	2.47800477
5935	497767	2.47808013
5936	497859	2.47819270
5937	497914	2.47823209
5938	498017	2.47816503
5939	498088	2.47825936
5940	498189	2.47826866
5941	498302	2.47831298
5942	498370	2.47825676
5943	498461	2.47838885
5944	498494	2.47838041
5945	498536	2.47846600
5946	498667	2.47861204
5947	498750	2.47870427
5948	498917	2.47872118
5949	499017	2.47878698
5950	499116	2.47884778
5951	499214	2.47898976
5952	499282	2.47903199
5953	499388	2.47925055
5954	499505	2.47925291
5955	499592	2.47925403
5956	499656	2.47925174
5957	499733	2.47926475
5958	499771	2.47924418
5959	499891	2.47924912
5960	499965	2.47930872
5961	500011	2.47934011
5962	500071	2.47933028
5963	500169	2.47939821
5964	500264	2.47935293
5965	500379	2.47949278
5966	500499	2.47969421
5967	500627	2.47977551
5968	500662	2.47972779
5969	500859	2.47985602
5970	500945	2.47995030
5971	501025	2.48007623
5972	501125	2.48025202
5973	501240	2.48015834
5974	501269	2.48014230
5975	501379	2.48013435
5976	501454	2.48013730
5977	501523	2.48013510
5978	501710	2.48005418
5979	501765	2.48008086
5980	501859	2.48015320
5981	501953	2.48006621
5982	502048	2.48019247
5983	502112	2.48023908
