nr	length	ratio
1247	126698	2.54874271
1248	126899	2.54894044
1249	127034	2.54929662
1250	127190	2.54945980
1251	127293	2.54958239
1252	127368	2.54965469
1253	127381	2.54965973
1254	127452	2.55006002
1255	127545	2.55044092
1256	127619	2.55049264
1257	127713	2.55043435
1258	127902	2.55069400
1259	128041	2.55102407
1260	128140	2.55162389
1261	128155	2.55146532
1262	128289	2.55189768
1263	128486	2.55261746
1264	128535	2.55247533
1265	128600	2.55249891
1266	128711	2.55221986
1267	128792	2.55225714
1268	128901	2.55204023
1269	128987	2.55212600
1270	129178	2.55302581
1271	129243	2.55239355
1272	129370	2.55278425
1273	129415	2.55296694
1274	129504	2.55321162
1275	129553	2.55302000
1276	129658	2.55277510
1277	129746	2.55315046
1278	129857	2.55352578
1279	130073	2.55425732
1280	130263	2.55452709
1281	130324	2.55447097
1282	130450	2.55468735
1283	130525	2.55485525
1284	130543	2.55480752
1285	130584	2.55461001
1286	130625	2.55466244
1287	130668	2.55495376
1288	130753	2.55546652
1289	130843	2.55592671
1290	131008	2.55640330
1291	131151	2.55570279
1292	131278	2.55628469
1293	131325	2.55640342
1294	131343	2.55625620
1295	131429	2.55613902
1296	131540	2.55700484
1297	131639	2.55748757
1298	131726	2.55793541
1299	131891	2.55865521
1300	131968	2.55890793
1301	132028	2.55917814
1302	132069	2.55912958
1303	132133	2.55962574
1304	132168	2.55980787
1305	132195	2.55998373
1306	132260	2.56005265
1307	132324	2.56010215
1308	132439	2.55900993
1309	132527	2.55912795
1310	132648	2.55968508
1311	132721	2.55990819
1312	132914	2.56066736
1313	132948	2.56082903
1314	133112	2.56137313
1315	133201	2.56136066
1316	133216	2.56110737
1317	133282	2.56124371
1318	133400	2.56105053
1319	133521	2.56189800
1320	133641	2.56223398
1321	133692	2.56203288
1322	133809	2.56216371
1323	133835	2.56217096
1324	133896	2.56255383
1325	133929	2.56264590
1326	134083	2.56338540
1327	134173	2.56368465
1328	134362	2.56420924
1329	134410	2.56424442
1330	134518	2.56454350
1331	134598	2.56474848
1332	134695	2.56483738
1333	134887	2.56507435
1334	134960	2.56529177
1335	135057	2.56596497
1336	135165	2.56621291
1337	135222	2.56646675
1338	135269	2.56667679
1339	135297	2.56667236
1340	135364	2.56677475
1341	135448	2.56685870
1342	135545	2.56743191
1343	135623	2.56730460
1344	135724	2.56746685
1345	135794	2.56738259
1346	135874	2.56724483
1347	135930	2.56728427
1348	135970	2.56726394
1349	136055	2.56736612
1350	136112	2.56718220
1351	136229	2.56745194
1352	136250	2.56736386
1353	136286	2.56741330
1354	136425	2.56751670
1355	136483	2.56788335
1356	136544	2.56791981
1357	136597	2.56751626
1358	136680	2.56748380
1359	136712	2.56750615
1360	136761	2.56736563
1361	137102	2.56754935
1362	137226	2.56828433
1363	137308	2.56847304
1364	137495	2.56870364
1365	137606	2.56890565
1366	137688	2.56890182
1367	137919	2.56942452
1368	138011	2.56994153
1369	138157	2.56969348
1370	138233	2.56952990
1371	138394	2.56932274
1372	138538	2.56932493
1373	138624	2.56953790
1374	138727	2.56973233
1375	138870	2.57004849
1376	138972	2.56974852
1377	139072	2.56955453
1378	139200	2.56992523
1379	139287	2.56987085
1380	139305	2.56996587
1381	139406	2.57059615
1382	139483	2.57087826
1383	139579	2.57070502
1384	139660	2.57011410
1385	139770	2.57024641
1386	139863	2.57049126
1387	139913	2.57084321
1388	139981	2.57095891
1389	140034	2.57084634
1390	140132	2.57099349
1391	140175	2.57093337
1392	140257	2.57041015
1393	140364	2.57043969
1394	140406	2.57045567
1395	140474	2.57085339
1396	140561	2.57098698
1397	140648	2.57144947
1398	140817	2.57223491
1399	140909	2.57241178
1400	140986	2.57283113
1401	141052	2.57328420
1402	141070	2.57309622
1403	141236	2.57396439
1404	141319	2.57397592
1405	141405	2.57380779
1406	141458	2.57392918
1407	141631	2.57389234
1408	141711	2.57412991
1409	141773	2.57404045
1410	141915	2.57423498
1411	141987	2.57400022
1412	142076	2.57388721
1413	142102	2.57379870
1414	142190	2.57371441
1415	142257	2.57362280
1416	142327	2.57367860
1417	142461	2.57377464
1418	142510	2.57419483
1419	142566	2.57418341
1420	142681	2.57453988
1421	142870	2.57506939
1422	142932	2.57539775
1423	143029	2.57547493
1424	143070	2.57542483
1425	143125	2.57544131
1426	143162	2.57527298
1427	143313	2.57516352
1428	143356	2.57542712
1429	143449	2.57547847
1430	143544	2.57584295
1431	143632	2.57598910
1432	143750	2.57625721
1433	143890	2.57613463
1434	144010	2.57551641
1435	144114	2.57562597
1436	144218	2.57555139
1437	144302	2.57512001
1438	144513	2.57520894
1439	144660	2.57516689
1440	144744	2.57473718
1441	144833	2.57476312
1442	144885	2.57495512
1443	144917	2.57470019
1444	144948	2.57479350
1445	145176	2.57477299
1446	145258	2.57476602
1447	145292	2.57468413
1448	145358	2.57480427
1449	145458	2.57552632
1450	145500	2.57531240
1451	145615	2.57556998
1452	145688	2.57554008
1453	145824	2.57589514
1454	145921	2.57619787
1455	146045	2.57661297
1456	146141	2.57685187
1457	146528	2.57758545
1458	146616	2.57727464
1459	146701	2.57745489
1460	146841	2.57810278
1461	146921	2.57819464
1462	147050	2.57882922
1463	147153	2.57891693
1464	147198	2.57871133
1465	147277	2.57883033
1466	147379	2.57921632
1467	147511	2.57890872
1468	147570	2.57912858
1469	147663	2.57886097
1470	147766	2.57881326
1471	147837	2.57910713
1472	147884	2.57893727
1473	148047	2.57912616
1474	148169	2.57900508
1475	148400	2.57997218
1476	148481	2.58021409
1477	148513	2.58023211
1478	148676	2.58095651
1479	148811	2.58056741
1480	148883	2.58051824
1481	149010	2.58052785
1482	149112	2.58068536
1483	149238	2.58094530
1484	149377	2.58102808
1485	149521	2.58133071
1486	149688	2.58189596
1487	149775	2.58210499
1488	149916	2.58244333
1489	149950	2.58231728
1490	150136	2.58365170
1491	150217	2.58348955
1492	150315	2.58273196
1493	150619	2.58121401
1494	150870	2.58007696
1495	151072	2.58000171
1496	151217	2.57935046
1497	151361	2.57903525
1498	151475	2.57847343
1499	151601	2.57833600
1500	151786	2.57688063
1501	151828	2.57645641
1502	151907	2.57600475
1503	152074	2.57582276
1504	152124	2.57588432
1505	152218	2.57551352
1506	152328	2.57628495
1507	152402	2.57605517
1508	152428	2.57588509
1509	152478	2.57612056
1510	152534	2.57589165
1511	152558	2.57577497
1512	152617	2.57564046
1513	152843	2.57463152
1514	152935	2.57453327
1515	153105	2.57431819
1516	153175	2.57385065
1517	153261	2.57425759
1518	153278	2.57424046
1519	153330	2.57403304
1520	153360	2.57397492
1521	153423	2.57369322
1522	153496	2.57349317
1523	153551	2.57346607
1524	153686	2.57344273
1525	153814	2.57347454
1526	153980	2.57328119
1527	154182	2.57192901
1528	154324	2.57215241
1529	154371	2.57233553
1530	154462	2.57230882
1531	154506	2.57239898
1532	154589	2.57249596
1533	154689	2.57240496
1534	154751	2.57206728
1535	154778	2.57204580
1536	154859	2.57168242
1537	154933	2.57167281
1538	155011	2.57211363
1539	155054	2.57188827
1540	155155	2.57228356
1541	155343	2.57228726
1542	155432	2.57231278
1543	155603	2.57237560
1544	155709	2.57200198
1545	155853	2.57166194
1546	155882	2.57167368
1547	156017	2.57144034
1548	156076	2.57148035
1549	156239	2.57098897
1550	156270	2.57094911
1551	156341	2.57072152
1552	156366	2.57087896
1553	156449	2.57114449
1554	156576	2.57171014
1555	156614	2.57161623
1556	156692	2.57150359
1557	156741	2.57154810
1558	156854	2.57133490
1559	156978	2.57147069
1560	157133	2.57156651
1561	157175	2.57141221
1562	157279	2.57130479
1563	157410	2.57151259
1564	157450	2.57153590
1565	157673	2.57177576
1566	157738	2.57195500
1567	157829	2.57184526
1568	157924	2.57196834
1569	158051	2.57219347
1570	158142	2.57246035
1571	158269	2.57260123
1572	158328	2.57268207
1573	158401	2.57265596
1574	158469	2.57238166
1575	158586	2.57215149
1576	158703	2.57200506
1577	158803	2.57166686
1578	158852	2.57146095
1579	158909	2.57138465
1580	159061	2.57105680
1581	159145	2.57100162
1582	159206	2.57078267
1583	159263	2.57083132
1584	159515	2.57161973
1585	159665	2.57179904
1586	159922	2.57183751
1587	160099	2.57253270
1588	160256	2.57286432
1589	160346	2.57290480
1590	160406	2.57324820
1591	160597	2.57309258
1592	160701	2.57348066
1593	160843	2.57357035
1594	160920	2.57348473
1595	160989	2.57314793
1596	161054	2.57319976
1597	161134	2.57328564
1598	161271	2.57304912
1599	161490	2.57321776
1600	161687	2.57369116
1601	161860	2.57415035
1602	161973	2.57381894
1603	162077	2.57375383
1604	162172	2.57350514
1605	162335	2.57392697
1606	162361	2.57397191
1607	162547	2.57647133
1608	162634	2.57638020
1609	162653	2.57627307
1610	162688	2.57621536
1611	162743	2.57647431
1612	162807	2.57654934
1613	162891	2.57681843
1614	162948	2.57670109
1615	163030	2.57657174
1616	163131	2.57645777
1617	163273	2.57634046
1618	163403	2.57635911
1619	163563	2.57668799
1620	163649	2.57621649
1621	163790	2.57661087
1622	163926	2.57676407
1623	164108	2.57614241
1624	164232	2.57618824
1625	164279	2.57611730
1626	164398	2.57612511
1627	164463	2.57613446
1628	164583	2.57623855
1629	164661	2.57588699
1630	164709	2.57591255
1631	164842	2.57621980
1632	165006	2.57580393
1633	165061	2.57601910
1634	165134	2.57619345
1635	165305	2.57588743
1636	165372	2.57588785
1637	165564	2.57582924
1638	165728	2.57577594
1639	165870	2.57602112
1640	166135	2.57581630
1641	166292	2.57581437
1642	166406	2.57602403
1643	166539	2.57604913
1644	166638	2.57566811
1645	166820	2.57509802
1646	166874	2.57497763
1647	166975	2.57474827
1648	167083	2.57458742
1649	167228	2.57475866
1650	167318	2.57491536
1651	167432	2.57512419
1652	167464	2.57498270
1653	167509	2.57488279
1654	167528	2.57477907
1655	167604	2.57507644
1656	167625	2.57496390
1657	167670	2.57474547
1658	167824	2.57533069
1659	167905	2.57542756
1660	167991	2.57564049
1661	168076	2.57583792
1662	168111	2.57609795
1663	168238	2.57618865
1664	168341	2.57634563
1665	168371	2.57633161
1666	168464	2.57617788
1667	168544	2.57602250
1668	168659	2.57553638
1669	168752	2.57573722
1670	168867	2.57540911
1671	168935	2.57558202
1672	169012	2.57569569
1673	169152	2.57618032
1674	169265	2.57621418
1675	169368	2.57589999
1676	169493	2.57549005
1677	169545	2.57569313
1678	169599	2.57569177
1679	169660	2.57571847
1680	169771	2.57611302
1681	169878	2.57593862
1682	169936	2.57588068
1683	169952	2.57588893
1684	170033	2.57582827
1685	170102	2.57601502
1686	170173	2.57634894
1687	170234	2.57606344
1688	170382	2.57615894
1689	170447	2.57609008
1690	170510	2.57599106
1691	170626	2.57564230
1692	170758	2.57534123
1693	170897	2.57565071
1694	170991	2.57570873
1695	171156	2.57536225
1696	171246	2.57520527
1697	171308	2.57520820
1698	171393	2.57540195
1699	171537	2.57528262
1700	171597	2.57533280
1701	171663	2.57527979
1702	171718	2.57498463
1703	171804	2.57453695
1704	171941	2.57454518
1705	171985	2.57447159
1706	172052	2.57424143
1707	172160	2.57443213
1708	172216	2.57434564
1709	172251	2.57452246
1710	172330	2.57458729
1711	172540	2.57434015
1712	172707	2.57445032
1713	172734	2.57466090
1714	172809	2.57470425
1715	172909	2.57458309
1716	172980	2.57449025
1717	173020	2.57466407
1718	173040	2.57461687
1719	173066	2.57446745
1720	173127	2.57445575
1721	173244	2.57409031
1722	173356	2.57372766
1723	173441	2.57391962
1724	173530	2.57424714
1725	173715	2.57458539
1726	173833	2.57431212
1727	173903	2.57458621
1728	174046	2.57468306
1729	174203	2.57510089
1730	174260	2.57537243
1731	174346	2.57550152
1732	174427	2.57605116
1733	174459	2.57602918
1734	174535	2.57601027
1735	174794	2.57572721
1736	174930	2.57598516
1737	175057	2.57592078
1738	175145	2.57626795
1739	175289	2.57603680
1740	175318	2.57597085
1741	175422	2.57579584
1742	175504	2.57544941
1743	175566	2.57564110
1744	175591	2.57574335
1745	175665	2.57543103
1746	175707	2.57536716
1747	175835	2.57539363
1748	175969	2.57547018
1749	176111	2.57588966
1750	176204	2.57623253
1751	176235	2.57623377
1752	176275	2.57610300
1753	176325	2.57608076
1754	176490	2.57608267
1755	176534	2.57649926
1756	176580	2.57671935
1757	176634	2.57701847
1758	176823	2.57725663
1759	177318	2.57710922
1760	177498	2.57770226
1761	177535	2.57752838
1762	177727	2.57732243
1763	177922	2.57772047
1764	177965	2.57755924
1765	178123	2.57723471
1766	178272	2.57726504
1767	178436	2.57710250
1768	178463	2.57712025
1769	178528	2.57709130
1770	178641	2.57742029
1771	178724	2.57742782
1772	178775	2.57727129
1773	178868	2.57708877
1774	178935	2.57708870
1775	179026	2.57687768
1776	179108	2.57694521
1777	179157	2.57683457
1778	179254	2.57682134
1779	179411	2.57681867
1780	179501	2.57674198
1781	179574	2.57656934
1782	179655	2.57636379
1783	179760	2.57661325
1784	179908	2.57633429
1785	179997	2.57613316
1786	180091	2.57633544
1787	180170	2.57628621
1788	180286	2.57650808
1789	180393	2.57601245
1790	180470	2.57626586
1791	180517	2.57649544
1792	180553	2.57645766
1793	180612	2.57660100
1794	180696	2.57669656
1795	180757	2.57679478
1796	180969	2.57731856
1797	181177	2.57774774
1798	181534	2.57783900
1799	181611	2.57820020
1800	181740	2.57885999
1801	181828	2.57952305
1802	181999	2.57989936
1803	182201	2.58005636
1804	182310	2.57962730
1805	182375	2.57970748
1806	182585	2.57997739
1807	182678	2.58012486
1808	182799	2.58044890
1809	182919	2.58064926
1810	182970	2.58056782
1811	183060	2.58089075
1812	183193	2.58083740
1813	183470	2.58066785
1814	183529	2.58048143
1815	183570	2.58044111
1816	183795	2.58037569
1817	183973	2.58062842
1818	184114	2.58065149
1819	184152	2.58056922
1820	184199	2.58032387
1821	184551	2.57979787
1822	184614	2.57970488
1823	184729	2.57983381
1824	184900	2.58024002
1825	184942	2.58039402
1826	185165	2.58040915
1827	185233	2.58060157
1828	185329	2.58057284
1829	185380	2.58052841
1830	185491	2.58088798
1831	185644	2.58114928
1832	185882	2.58187374
1833	185969	2.58168365
1834	186052	2.58190397
1835	186172	2.58231500
1836	186225	2.58233377
1837	186292	2.58254661
1838	186333	2.58247058
1839	186446	2.58264074
1840	186539	2.58296293
1841	186654	2.58326759
1842	186824	2.58376091
1843	186931	2.58384707
1844	187056	2.58378916
1845	187164	2.58367499
1846	187253	2.58386919
1847	187373	2.58342180
1848	187504	2.58287761
1849	187589	2.58269657
1850	187686	2.58268085
1851	187760	2.58220676
1852	187851	2.58189590
1853	187979	2.58237743
1854	188038	2.58247840
1855	188135	2.58242739
1856	188248	2.58227709
1857	188430	2.58243565
1858	188640	2.58304806
1859	188794	2.58349412
1860	189008	2.58437137
1861	189105	2.58456681
1862	189268	2.58467505
1863	189332	2.58459606
1864	189508	2.58491673
1865	189666	2.58495632
1866	189792	2.58519376
1867	189868	2.58499660
1868	190133	2.58420659
1869	190273	2.58365130
1870	190312	2.58372478
1871	190448	2.58350177
1872	190567	2.58315373
1873	190672	2.58289647
1874	190737	2.58258750
1875	190839	2.58270967
1876	190981	2.58239470
1877	191110	2.58232329
1878	191175	2.58260834
1879	191221	2.58263665
1880	191329	2.58259543
1881	191406	2.58255414
1882	191571	2.58300299
1883	191672	2.58307616
1884	191880	2.58351173
1885	191997	2.58338267
1886	192262	2.58350690
1887	192299	2.58344865
1888	192417	2.58343739
1889	192611	2.58368322
1890	192793	2.58387166
1891	192915	2.58391374
1892	193035	2.58396359
1893	193106	2.58387636
1894	193201	2.58379918
1895	193316	2.58350595
1896	193404	2.58330105
1897	193495	2.58351581
1898	193545	2.58345903
1899	193701	2.58343781
1900	193746	2.58348668
1901	193853	2.58356990
1902	194008	2.58387939
1903	194115	2.58406550
1904	194220	2.58391539
1905	194330	2.58379758
1906	194547	2.58383138
1907	194622	2.58362649
1908	194700	2.58346160
1909	194780	2.58359751
1910	194899	2.58339409
1911	195010	2.58339295
1912	195154	2.58386294
1913	195192	2.58385290
1914	195259	2.58398730
1915	195375	2.58398360
1916	195435	2.58399111
1917	195568	2.58407547
1918	195783	2.58398004
1919	195896	2.58403904
1920	195960	2.58413335
1921	196130	2.58402393
1922	196241	2.58419258
1923	196268	2.58413977
1924	196424	2.58473037
1925	196508	2.58484932
1926	196575	2.58511855
1927	196801	2.58564240
1928	196839	2.58573399
1929	196965	2.58575873
1930	197061	2.58576302
1931	197129	2.58567138
1932	197270	2.58548605
1933	197415	2.58555656
1934	197675	2.58530493
1935	197737	2.58537191
1936	197882	2.58493573
1937	197973	2.58501012
1938	198137	2.58482271
1939	198205	2.58473195
1940	198239	2.58463604
1941	198312	2.58464426
1942	198401	2.58455787
1943	198496	2.58458333
1944	198601	2.58473892
1945	198614	2.58467264
1946	198731	2.58447993
1947	198795	2.58447198
1948	198932	2.58427083
1949	199074	2.58396719
1950	199178	2.58404255
1951	199238	2.58404991
1952	199287	2.58438375
1953	199438	2.58469952
1954	199615	2.58461519
1955	199733	2.58406862
1956	199860	2.58430744
1957	199898	2.58436437
1958	200076	2.58415995
1959	200224	2.58380220
1960	200346	2.58357620
1961	200514	2.58341064
1962	200690	2.58344812
1963	200917	2.58404177
1964	201018	2.58387856
1965	201089	2.58406045
1966	201253	2.58394320
1967	201383	2.58395350
1968	201426	2.58400790
1969	201605	2.58395068
1970	201698	2.58378489
1971	201778	2.58398217
1972	201905	2.58375563
1973	202001	2.58376076
1974	202099	2.58402271
1975	202310	2.58411036
1976	202514	2.58437233
1977	202570	2.58429546
1978	202646	2.58427597
1979	202792	2.58475343
1980	203019	2.58448436
1981	203086	2.58458053
1982	203118	2.58459307
1983	203208	2.58475158
1984	203416	2.58470140
1985	203534	2.58485414
1986	203744	2.58522287
1987	203900	2.58559472
1988	204048	2.58583196
1989	204191	2.58548167
1990	204299	2.58517975
1991	204443	2.58543155
1992	204554	2.58552740
1993	204628	2.58544968
1994	204739	2.58521895
1995	204922	2.58478809
1996	205054	2.58443195
1997	205140	2.58447351
1998	205207	2.58427575
1999	205273	2.58429329
2000	205356	2.58416701
2001	205459	2.58403240
2002	205481	2.58401660
2003	205617	2.58355008
2004	205690	2.58368818
2005	205818	2.58377062
2006	205958	2.58364695
2007	206041	2.58374820
2008	206119	2.58343047
2009	206226	2.58344399
2010	206285	2.58334168
2011	206405	2.58332395
2012	206518	2.58357415
2013	206629	2.58379913
2014	206700	2.58365311
2015	206814	2.58388306
2016	206906	2.58367673
2017	207017	2.58361102
2018	207179	2.58353701
2019	207239	2.58370527
2020	207374	2.58400309
2021	207521	2.58409603
2022	207624	2.58405934
2023	207690	2.58398029
2024	207762	2.58410448
2025	207945	2.58397018
2026	208008	2.58378983
2027	208086	2.58386003
2028	208180	2.58409672
2029	208306	2.58456995
2030	208431	2.58493421
2031	208535	2.58487760
2032	208652	2.58475794
2033	208822	2.58420681
2034	208940	2.58403621
2035	208995	2.58426897
2036	209399	2.58341867
2037	209508	2.58336108
2038	209755	2.58258536
2039	209970	2.58259329
2040	210092	2.58228346
2041	210234	2.58279073
2042	210379	2.58276349
2043	210447	2.58267881
2044	210587	2.58268537
2045	210805	2.58320467
2046	210900	2.58360897
2047	211109	2.58382699
2048	211227	2.58400617
2049	211375	2.58398328
2050	211478	2.58401046
